image_a,image_b,label,transformation,pair_type,clip_score,cnn_score,final_score,prediction,correct
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0115_122338.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0115_122338_blur.jpg,plagiarized,blur,positive,0.971719,0.924466,0.929192,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0115_122338.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0116_123985_blur.jpg,not_plagiarized,blur,negative,0.575062,0.090654,0.139095,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0116_123985.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0116_123985_blur.jpg,plagiarized,blur,positive,0.977772,0.949588,0.952407,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0116_123985.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0117_149665_blur.jpg,not_plagiarized,blur,negative,0.616850,0.087574,0.140501,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0117_149665.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0117_149665_blur.jpg,plagiarized,blur,positive,0.968253,0.819103,0.834018,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0117_149665.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0118_171296_blur.jpg,not_plagiarized,blur,negative,0.745477,0.330734,0.372209,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0118_171296.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0118_171296_blur.jpg,plagiarized,blur,positive,0.965840,0.822399,0.836743,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0118_171296.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0119_148753_blur.jpg,not_plagiarized,blur,negative,0.660070,0.227333,0.270607,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0119_148753.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0119_148753_blur.jpg,plagiarized,blur,positive,0.971990,0.881509,0.890558,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0119_148753.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0120_106841_blur.jpg,not_plagiarized,blur,negative,0.624119,0.205509,0.247370,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0120_106841.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0120_106841_blur.jpg,plagiarized,blur,positive,0.950927,0.884530,0.891169,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0120_106841.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0121_135920_blur.jpg,not_plagiarized,blur,negative,0.702582,0.386187,0.417827,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0121_135920.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0121_135920_blur.jpg,plagiarized,blur,positive,0.966393,0.926805,0.930764,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0121_135920.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0122_128392_blur.jpg,not_plagiarized,blur,negative,0.595369,0.043164,0.098385,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0122_128392.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0122_128392_blur.jpg,plagiarized,blur,positive,0.971286,0.742716,0.765573,not_plagiarized,False
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0122_128392.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0123_128842_blur.jpg,not_plagiarized,blur,negative,0.638081,0.135274,0.185555,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0123_128842.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0123_128842_blur.jpg,plagiarized,blur,positive,0.969496,0.895417,0.902825,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0123_128842.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0124_98823_blur.jpg,not_plagiarized,blur,negative,0.630496,0.274986,0.310537,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0124_98823.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0124_98823_blur.jpg,plagiarized,blur,positive,0.959114,0.873917,0.882437,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0124_98823.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0125_147938_blur.jpg,not_plagiarized,blur,negative,0.581528,0.155050,0.197698,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0125_147938.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0125_147938_blur.jpg,plagiarized,blur,positive,0.953898,0.837554,0.849189,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0125_147938.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0126_153603_blur.jpg,not_plagiarized,blur,negative,0.627425,0.106100,0.158232,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0126_153603.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0126_153603_blur.jpg,plagiarized,blur,positive,0.973124,0.874914,0.884735,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0126_153603.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0127_155860_blur.jpg,not_plagiarized,blur,negative,0.754688,0.548879,0.569460,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0127_155860.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0127_155860_blur.jpg,plagiarized,blur,positive,0.976327,0.899474,0.907159,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0127_155860.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0128_160289_blur.jpg,not_plagiarized,blur,negative,0.768931,0.339207,0.382180,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0128_160289.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0128_160289_blur.jpg,plagiarized,blur,positive,0.976205,0.891832,0.900269,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0128_160289.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0129_135538_blur.jpg,not_plagiarized,blur,negative,0.687576,0.299568,0.338368,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0129_135538.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0129_135538_blur.jpg,plagiarized,blur,positive,0.978117,0.900747,0.908484,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0129_135538.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0130_142792_blur.jpg,not_plagiarized,blur,negative,0.675511,0.110550,0.167046,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0130_142792.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0130_142792_blur.jpg,plagiarized,blur,positive,0.957583,0.832300,0.844829,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0130_142792.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0131_283088_blur.jpg,not_plagiarized,blur,negative,0.619778,0.458141,0.474305,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0131_283088.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0131_283088_blur.jpg,plagiarized,blur,positive,0.961396,0.915000,0.919639,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0131_283088.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0132_145412_blur.jpg,not_plagiarized,blur,negative,0.628222,0.279760,0.314606,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0132_145412.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0132_145412_blur.jpg,plagiarized,blur,positive,0.977300,0.926064,0.931188,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0132_145412.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0133_103366_blur.jpg,not_plagiarized,blur,negative,0.556211,0.281879,0.309312,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0133_103366.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0133_103366_blur.jpg,plagiarized,blur,positive,0.977393,0.891872,0.900424,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0133_103366.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0134_119143_blur.jpg,not_plagiarized,blur,negative,0.617737,0.227558,0.266576,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0134_119143.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0134_119143_blur.jpg,plagiarized,blur,positive,0.967339,0.938028,0.940959,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0134_119143.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0135_138885_blur.jpg,not_plagiarized,blur,negative,0.694927,0.094876,0.154881,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0135_138885.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0135_138885_blur.jpg,plagiarized,blur,positive,0.979450,0.953127,0.955759,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0135_138885.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0136_140078_blur.jpg,not_plagiarized,blur,negative,0.694408,0.099481,0.158973,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0136_140078.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0136_140078_blur.jpg,plagiarized,blur,positive,0.991441,0.896688,0.906163,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0136_140078.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0137_142560_blur.jpg,not_plagiarized,blur,negative,0.605284,0.142229,0.188534,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0137_142560.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0137_142560_blur.jpg,plagiarized,blur,positive,0.952172,0.879229,0.886523,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0137_142560.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0138_129799_blur.jpg,not_plagiarized,blur,negative,0.682270,0.265162,0.306873,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0138_129799.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0138_129799_blur.jpg,plagiarized,blur,positive,0.990737,0.938342,0.943582,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0138_129799.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0139_148021_blur.jpg,not_plagiarized,blur,negative,0.758484,0.343606,0.385094,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0139_148021.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0139_148021_blur.jpg,plagiarized,blur,positive,0.974777,0.921962,0.927243,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0139_148021.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0140_119132_blur.jpg,not_plagiarized,blur,negative,0.730077,0.570080,0.586080,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0140_119132.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0140_119132_blur.jpg,plagiarized,blur,positive,0.977786,0.925874,0.931065,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0140_119132.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0141_98627_blur.jpg,not_plagiarized,blur,negative,0.760485,0.464506,0.494104,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0141_98627.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0141_98627_blur.jpg,plagiarized,blur,positive,0.979424,0.916628,0.922908,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0141_98627.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0142_145450_blur.jpg,not_plagiarized,blur,negative,0.636132,0.117961,0.169778,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0142_145450.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0142_145450_blur.jpg,plagiarized,blur,positive,0.931868,0.931523,0.931557,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0142_145450.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0143_149146_blur.jpg,not_plagiarized,blur,negative,0.623697,0.078354,0.132888,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0143_149146.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0143_149146_blur.jpg,plagiarized,blur,positive,0.959252,0.816147,0.830458,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0143_149146.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0144_127239_blur.jpg,not_plagiarized,blur,negative,0.779278,0.576326,0.596621,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0144_127239.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0144_127239_blur.jpg,plagiarized,blur,positive,0.976725,0.864359,0.875596,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0144_127239.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0145_146148_blur.jpg,not_plagiarized,blur,negative,0.636479,0.215690,0.257769,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0145_146148.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0145_146148_blur.jpg,plagiarized,blur,positive,0.923548,0.903966,0.905924,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0145_146148.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0146_113202_blur.jpg,not_plagiarized,blur,negative,0.673804,0.146445,0.199181,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0146_113202.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0146_113202_blur.jpg,plagiarized,blur,positive,0.969779,0.879256,0.888308,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0146_113202.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\blur\cma_0147_143165_blur.jpg,not_plagiarized,blur,negative,0.752241,0.177053,0.234572,not_plagiarized,True
